S.No.,Well Type,Name of the District,Previous Year(January 2013),Current Month(January 2014)
1,Observation Wells,Chennai,3.89,4.83,-,0.94
2,Observation Wells,Kancheepuram,2.86,2.83,0.03,-
3,Observation Wells,Thiruvallur,4.09,3.99,0.1,-
4,Observation Wells,Cuddalore,6.02,7.73,-,1.71
5,Observation Wells,Villupuram,3.61,5.82,-,2.21
6,Observation Wells,Vellore,6.35,9.92,-,3.57
7,Observation Wells,Thiruvannamalai,4.48,5.92,-,1.44
8,Observation Wells,Salem,8.17,12.84,-,4.67
9,Observation Wells,Namakkal,11.34,14.27,-,2.93
10,Observation Wells,Dharmapuri,9.75,10.41,-,0.66
11,Observation Wells,Krishnagiri,6.79,9.16,-,2.37
12,Observation Wells,Coimbatore,8.74,11.10,-,2.36
13,Observation Wells,Tiruppur,7.87,13.01,-,5.14
14,Observation Wells,Erode,7.72,11.37,-,3.65
15,Observation Wells,Tiruchirappalli,6.96,10.56,-,3.6
16,Observation Wells,Karur,7.73,9.25,-,1.52
17,Observation Wells,Perambalur,4.78,11.68,-,6.9
18,Observation Wells,Ariyalur,4.67,6.25,-,1.58
19,Observation Wells,Pudukkottai,6.22,7.13,-,0.91
20,Observation Wells,Thanjavur,3.68,3.62,0.06,-
21,Observation Wells,Tiruvarur,3.77,3.63,0.14,-
22,Observation Wells,Nagapattinam,2.7,3.77,-,1.07
23,Observation Wells,Madurai,4.77,8.08,-,3.31
24,Observation Wells,Theni,8.81,12.63,-,3.82
25,Observation Wells,Dindigul,7,10.66,-,3.66
26,Observation Wells,Ramanathapuram,3.72,4.43,-,0.71
27,Observation Wells,Virudhunagar,6,9.07,-,3.07
28,Observation Wells,Sivagangai,4.29,6.65,-,2.36
29,Observation Wells,Thirunelveli,5.88,6.66,-,0.78
30,Observation Wells,Thoothukudi,3.87,5.84,-,1.97
31,Observation Wells,The Nilgiris,3.30,3.18,0.12,-
32,Observation Wells,Kanniyakumari,6.1,8.03,-,-
