S.No.,Well Type,Name of the District,Previous Year(January 2013),Current Month(January 2014)
1,Observation Wells,Chennai,3.10,4.54,1.44,
2,Observation Wells,Kancheepuram,2.14,3.43,1.29,
3,Observation Wells,Thiruvallur,3.13,3.63,0.5,
4,Observation Wells,Cuddalore,5.05,7.14,2.09,
5,Observation Wells,Villupuram,3.23,5.00,1.77,
6,Observation Wells,Vellore,5.65,8.94,3.29,
7,Observation Wells,Thiruvannamalai,3.52,5.34,1.82,
8,Observation Wells,Salem,7.57,11.98,4.41,
9,Observation Wells,Namakkal,10.19,13.20,3.01,
10,Observation Wells,Dharmapuri,6.75,10.25,3.5,
11,Observation Wells,Krishnagiri,6.96,5.9,1.06,
12,Observation Wells,Coimbatore,7.95,10.47,2.52,
13,Observation Wells,Tiruppur,9.39,13.23,3.84,
14,Observation Wells,Erode,7.13,11.06,3.93,
15,Observation Wells,Tiruchirappalli,6.57,9.72,3.15,
16,Observation Wells,Karur,7.41,7.69,0.28,
17,Observation Wells,Perambalur,3.96,9.11,5.15,
18,Observation Wells,Ariyalur,4.57,4.92,0.35,
19,Observation Wells,Pudukkottai,5.66,7.06,1.4,
20,Observation Wells,Thanjavur,2.99,4.06,1.07,
21,Observation Wells,Tiruvarur,2.75,2.51,0.24,
22,Observation Wells,Nagapattinam,2.34,2.94,0.6,
23,Observation Wells,Madurai,3.81,7.88,4.07,
24,Observation Wells,Theni,8.01,11.25,3.24,
25,Observation Wells,Dindigul,5.84,10.25,4.41,
26,Observation Wells,Ramanathapuram,3.41,4.89,1.48,
27,Observation Wells,Virudhunagar,5.28,8.78,3.5,
28,Observation Wells,Sivagangai,3.54,5.98,2.44,
29,Observation Wells,Thirunelveli,4.33,7.92,3.59,
30,Observation Wells,Thoothukudi,2.98,5.62,2.64,
31,Observation Wells,The Nilgiris,3.06,3.14,0.08,
32,Observation Wells,Kanniyakumari,5.38,7.56,2.18,
