S.No.,Well Type,Name of the District,Previous Year(January 2013),Current Month(January 2014)
1,Observation Wells,Chennai,4.26,5.08,0.82,
2,Observation Wells,Kanchipuram,3.98,4.95,0.97,
3,Observation Wells,Thiruvallur,4.42,5.11,0.69,
4,Observation Wells,Cuddalore,5.75,7.39,1.64,
5,Observation Wells,Villupuram,5.41,5.27,0.14,
6,Observation Wells,Vellore,8.04,9.37,1.33,
7,Observation Wells,Thiruvannamalai,5.04,6.07,1.03,
8,Observation Wells,Salem,8.8,10.66,1.86,
9,Observation Wells,Namakkal,10.3,12.7,2.4,
10,Observation Wells,Dharmapuri,7.79,8.91,1.12,
11,Observation Wells,Krishnagiri,6.19,8.74,2.55,
12,Observation Wells,Coimbatore,8.76,11.01,2.25,
13,Observation Wells,Tiruppur,8.93,11.01,2.08,
14,Observation Wells,Erode,7.73,10.57,2.84,
15,Observation Wells,Tiruchirappalli,8.63,8.6,0.03,
16,Observation Wells,Karur,8.52,7.98,0.54,
17,Observation Wells,Perambalur,8.22,10.66,2.44,
18,Observation Wells,Ariyalur,4.93,5.74,0.81,
19,Observation Wells,Pudukkottai,5.94,6.66,0.72,
20,Observation Wells,Thanjavur,3.17,3.76,0.59,
21,Observation Wells,Tiruvarur,3.64,4.37,0.73,
22,Observation Wells,Nagapattinam,2.67,3.97,1.3,
23,Observation Wells,Madurai,5.67,7.02,1.35,
24,Observation Wells,Theni,8.95,11.97,3.02,
25,Observation Wells,Dindigul,9.53,9.1,0.43,
26,Observation Wells,Ramanathapuram,4.42,5.04,0.62,
27,Observation Wells,Virudhunagar,7.95,7.72,0.23,
28,Observation Wells,Sivagangai,5.65,6.06,0.41,
29,Observation Wells,Thirunelveli,8.55,7.51,1.04,
30,Observation Wells,Thoothukudi,5.25,5.9,0.65,
31,Observation Wells,The Nilgiris,1.99,2.35,0.36,
32,Observation Wells,Kanniyakumari,6.09,6.75,0.66,
